Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66195,2017,2,12,24.0,773
66195,2017,2,13,27.2,774
66195,2017,2,14,13.3,775
66195,2017,2,15,20.7,776
66195,2017,2,16,27.1,777
66195,2017,2,17,13.1,778
66195,2017,2,18,19.0,779
66195,2017,2,19,21.1,780
66195,2017,2,20,26.6,781
66195,2017,2,21,22.8,782
66195,2017,2,22,25.8,783
66195,2017,2,23,26.0,784
66195,2017,2,24,18.5,785
66195,2017,2,25,3.5,786
66195,2017,2,26,18.0,787
66195,2017,2,27,21.4,788
66195,2017,2,28,18.1,789
66195,2017,3,1,16.9,790
66195,2017,3,2,15.2,791
66195,2017,3,3,5.9,792
66195,2017,3,4,8.0,793
66195,2017,3,5,7.5,794
66195,2017,3,6,18.3,795
66195,2017,3,7,11.0,796
66195,2017,3,8,10.1,797
66195,2017,3,9,11.4,798
66195,2017,3,10,20.2,799
66195,2017,3,11,21.8,800
66195,2017,3,12,22.4,801
66195,2017,3,13,20.0,802
66195,2017,3,14,1.7,803
66195,2017,3,15,11.4,804
66195,2017,3,16,6.1,805
66195,2017,3,17,7.1,806
66195,2017,3,18,9.4,807
66195,2017,3,19,13.1,808
66195,2017,3,20,14.1,809
66195,2017,3,21,10.6,810
66195,2017,3,22,12.1,811
66195,2017,3,23,5.3,812
66195,2017,3,24,13.3,813
66195,2017,3,25,11.4,814
66195,2017,3,26,20.0,815
66195,2017,3,27,19.9,816
66195,2017,3,28,6.8,817
66195,2017,3,29,18.4,818
66195,2017,3,30,1.2,819
66195,2017,3,31,18.7,820
66195,2017,4,1,18.4,821
66195,2017,4,2,8.9,822
66195,2017,4,3,9.4,823
66195,2017,4,4,15.0,824
66195,2017,4,5,13.8,825
66195,2017,4,6,17.1,826
66195,2017,4,7,17.2,827
66195,2017,4,8,16.2,828
66195,2017,4,9,17.4,829
66195,2017,4,10,10.7,830
66195,2017,4,11,12.1,831
66195,2017,4,12,8.1,832
66195,2017,4,13,11.7,833
66195,2017,4,14,16.8,834
66195,2017,4,15,16.0,835
66195,2017,4,16,15.1,836
66195,2017,4,17,14.6,837
66195,2017,4,18,15.2,838
66195,2017,4,19,13.3,839
66195,2017,4,20,14.0,840
66195,2017,4,21,13.1,841
66195,2017,4,22,10.9,842
66195,2017,4,23,15.3,843
66195,2017,4,24,15.2,844
66195,2017,4,25,9.2,845
66195,2017,4,26,11.4,846
66195,2017,4,27,13.7,847
66195,2017,4,28,14.7,848
66195,2017,4,29,14.6,849
66195,2017,4,30,12.2,850
66195,2017,5,1,14.0,851
66195,2017,5,2,13.0,852
66195,2017,5,3,6.9,853
66195,2017,5,4,8.5,854
66195,2017,5,5,13.6,855
66195,2017,5,6,13.1,856
66195,2017,5,7,13.6,857
66195,2017,5,8,12.2,858
66195,2017,5,9,12.0,859
66195,2017,5,10,12.8,860
